등록번호,상호,소재지,대표자,사무소전화번호,상태,데이터기준일자
11710-2017-00082,주식회사부동산중개법인탑,"서울특별시 송파구 법원로11길 7 , 112호 (문정동, 문정현대지식산업센터1-2)",이경미,02-404-5332,영업중,2024-08-12
11710-2017-00083,삼익공인중개사사무소,"서울특별시 송파구 오금로 252 , 상가동 2층11호 (송파동, 가락삼익맨숀)",오승연,02-414-4321,영업중,2024-08-12
11710-2017-00088,대현공인중개사사무소,"서울특별시 송파구 양재대로72길 18 , 상가2동 102호 (오금동, 현대백조아파트)",이경아,02-402-4582,영업중,2024-08-12
11710-2017-00092,방이동열매공인중개사사무소,"서울특별시 송파구 가락로37길 19 101호 (방이동, 진웅팰리스)",최전일,02-412-5678,영업중,2024-08-12
11710-2017-00098,이음공인중개사사무소,"서울특별시 송파구 백제고분로27길 15 , 1층 (삼전동)",주진호,02-422-0402,영업중,2024-08-12
11710-2017-00104,다원공인중개사사무소,서울특별시 송파구 삼전로9길 5-21 102호(잠실동),이지윤,02-3432-3737,영업중,2024-08-12
11710-2017-00108,인덕공인중개사사무소,"서울특별시 송파구 중대로12길 18-1 ,1층 (가락동)",박재석,02-400-1213,영업중,2024-08-12
11710-2017-00113,하나공인중개사사무소,"서울특별시 송파구 양산로8길 4 ,상가동 108호 (거여동, 거여1단지아파트)",장영임,02-409-3400,영업중,2024-08-12
11710-2017-00117,굿모닝공인중개사사무소,"서울특별시 송파구 송이로 112 , 1층(가락동)",이민숙,02-430-4844,영업중,2024-08-12
11710-2017-00118,으뜸공인중개사사무소,"서울특별시 송파구 새말로 133 , 1층(문정동, 부일빌딩)",김은주,02-404-8942,영업중,2024-08-12
11710-2017-00126,삼원(단지내)공인중개사사무소,"서울특별시 송파구 백제고분로18길 26 ,1층104호 (잠실동, 우성상가)",이경애,02-424-3009,영업중,2024-08-12
11710-2017-00133,송파탑공인중개사사무소,"서울특별시 송파구 충민로4길 19 , 상가동 4호 (장지동, 송파파인타운7단지)",변정욱,02-404-7600,영업중,2024-08-12
11710-2017-00150,미주공인중개사사무소,"서울특별시 송파구 법원로 114 E동 E-B175호 (문정동, 엠스테이트)",최연우,02-407-4100,영업중,2024-08-12
11710-2017-00154,고은공인중개사사무소,"서울특별시 송파구 마천로 341 ,1층 (마천동)",정혜란,02-430-2100,영업중,2024-08-12
11710-2017-00156,대성공인중개사사무소,"서울특별시 송파구 송파대로22길 5 , 1층 (문정동)",김상진,02-443-3050,영업중,2024-08-12
11710-2017-00160,푸르지오공인중개사사무소,"서울특별시 송파구 새말로 62 , 상가124호 (문정동, 송파푸르지오시티)",강주희,02-408-4848,영업중,2024-08-12
11710-2017-00164,송파신도시공인중개사사무소,"서울특별시 송파구 송파대로8길 20 , 상가동 104호 (장지동, 송파파인타운10단지)",이희숙,02-430-5252,영업중,2024-08-12
11710-2017-00165,송파공인중개사사무소,"서울특별시 송파구 올림픽로 203 ,114호 (잠실동, 중앙상가)",박수연,02-412-8000,영업중,2024-08-12
11710-2017-00167,제일공인중개사사무소,"서울특별시 송파구 중대로 24 , 상가(2)동  1층113호 (문정동, 올림픽훼밀리타운아파트)",허병철,02-403-4989,영업중,2024-08-12
11710-2017-00181,위례한솔공인중개사사무소,"서울특별시 송파구 마천로51길 7 , 1층 (마천동)",이종숙,02-407-1077,영업중,2024-08-12
11710-2017-00183,주식회사희망부동산중개법인,"서울특별시 송파구 중대로16길 3 , 1층(가락동)",김형복,02-449-5949,영업중,2024-08-12
11710-2017-00188,잠실헤리츠공인중개사사무소,"서울특별시 송파구 위례성대로2길 8 101호(방이동, 잠실헤리츠)",백두현,02-6931-2001,영업중,2024-08-12
11710-2017-00189,헤리츠공인중개사사무소,"서울특별시 송파구 위례성대로2길 8 111호(방이동,잠실헤리츠)",김윤희,02-418-8200,영업중,2024-08-12
11710-2017-00195,나눔공인중개사사무소,"서울특별시 송파구 법원로 90 1106호(문정동,파트너스2)",유병태,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2017-00196,한솔공인중개사사무소,"서울특별시 송파구 백제고분로28길 14 ,1층 (삼전동)",임영종,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2017-00210,국민공인중개사사무소,"서울특별시 송파구 백제고분로21길 23 , 101호 (삼전동)",오완석,02-418-4020,영업중,2024-08-12
11710-2017-00216,한강(420-3883)공인중개사사무소,"서울특별시 송파구 송파대로 345 1A동 1007호(가락동,헬리오시티)",이장헌,02-420-3883,영업중,2024-08-12
11710-2017-00218,성공공인중개사사무소,서울특별시 송파구 백제고분로33길 31-6 지1층(석촌동),유인환,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2017-00220,으뜸헬리오시티공인중개사사무소,"서울특별시 송파구 송파대로 345 1A동 1007호(가락동, 헬리오시티)",임병헌,02-415-9000,영업중,2024-08-12
11710-2017-00221,레이크유성공인중개사사무소,"서울특별시 송파구 석촌호수로 135 ,상가A동 103호 (잠실동, 레이크팰리스)",조윤채,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2017-00224,114공인중개사사무소,"서울특별시 송파구 새말로 62 상가동 154호(문정동, 송파푸르지오시티)",홍승진,02-402-2456,영업중,2024-08-12
11710-2017-00226,비타민공인중개사사무소,"서울특별시 송파구 새말로 149 ,1층 (문정동)",이민호,02-407-3399,영업중,2024-08-12
11710-2017-00230,미소공인중개사사무소,"서울특별시 송파구 송파대로 345 1B동 1107호 (가락동, 헬리오시티)",신현진,02-414-2233,영업중,2024-08-12
11710-2017-00234,초이스공인중개사사무소,"서울특별시 송파구 새말로5길 27 102호 (문정동, 주성파크뷰)",최혜숙,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2017-00235,잠실1번지공인중개사사무소,"서울특별시 송파구 올림픽로 119 , 1A42호 (잠실동, 잠실파인애플상가)",박정현,02-419-5200,영업중,2024-08-12
11710-2017-00236,신방이부동산써브공인중개사사무소,"서울특별시 송파구 백제고분로50길 43 ,1층 (방이동)",송귀순,02-423-7001,영업중,2024-08-12
11710-2017-00237,더조은공인중개사사무소,"서울특별시 송파구 위례광장로 163 ,상가동 109호 (장지동, 위례22단지)",이수아,02-401-1500,영업중,2024-08-12
11710-2017-00251,잠실엘퍼스트공인중개사사무소,"서울특별시 송파구 백제고분로51길 7 113호(방이동,잠실엘퍼스트)",김원배,02-421-7776,영업중,2024-08-12
11710-2017-00257,시영부동산중개법인주식회사,"서울특별시 송파구 송이로31길 52 ,상가동 101호 (문정동, 문정시영아파트)",정대우,02-401-7700,영업중,2024-08-12
11710-2017-00261,주식회사코코넷부동산중개법인,"서울특별시 송파구 송이로30길 13 , 6층 (문정동, 세안빌딩)",이용만,02-3413-9399,영업중,2024-08-12
11710-2017-00262,제일공인중개사사무소,"서울특별시 송파구 송파대로32길 15 , 상가동 123호 (가락동, 가락금호아파트)",이장원,02-400-3355,영업중,2024-08-12
11710-2017-00278,가락탑부동산중개법인주식회사,"서울특별시 송파구 송파대로 345 1B동 1102호 (가락동, 헬리오시티)",피윤수,02-425-4200,영업중,2024-08-12
11710-2017-00288,위례대청공인중개사사무소,"서울특별시 송파구 위례광장로 120 , 상가동 132호 (장지동, 위례중앙푸르지오1단지)",이현자,02-400-5599,영업중,2024-08-12
11710-2017-00293,송파부동산중개법인주식회사,"서울특별시 송파구 중대로 24 상가(1) 1층126호 (문정동,올림픽훼미리타운아파트)",박옥희,02-409-1800,영업중,2024-08-12
11710-2017-00297,김재희공인중개사사무소,"서울특별시 송파구 올림픽로37길 130 , 상가A동 157호 (신천동, 파크리오)",김춘희,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2017-00298,플러스공인중개사사무소,"서울특별시 송파구 오금로19길 7-1 , 1층 (방이동)",오미선,02-415-9955,영업중,2024-08-12
11710-2017-00304,파인공인중개사사무소,서울특별시 송파구 송이로33길 6-17 1층(문정동),김예슬,02-400-0773,영업중,2024-08-12
11710-2017-00332,에이스공인중개사사무소,서울특별시 송파구 동남로18길 12 1층 (가락동),주인철,02-404-6789,영업중,2024-08-12
11710-2017-00335,나루공인중개사사무소,"서울특별시 송파구 올림픽로35길 112 비상가2동 1층106-5호 (신천동, 장미아파트)",한승준,02-423-3434,영업중,2024-08-12
11710-2017-00351,원공인중개사사무소,"서울특별시 송파구 마천로 327 , 1층 (마천동)",윤영란,02-402-6900,영업중,2024-08-12
11710-2017-00352,대명벨리온공인중개사사무소,"서울특별시 송파구 오금로11길 37 , 상가108호 (방이동, 대명벨리온)",박종택,02-2042-3100,영업중,2024-08-12
11710-2017-00355,주식회사마이다스리얼에스테이트부동산중개법인,"서울특별시 송파구 백제고분로 470 , 1층 (방이동, 휴먼빌딩)",김명진,02-417-5511,영업중,2024-08-12
11710-2017-00375,킴스공인중개사사무소,서울특별시 송파구 오금로 153 2층 (방이동),김상호,02-417-2489,영업중,2024-08-12
11710-2017-00381,아성공인중개사사무소,"서울특별시 송파구 성내천로 314 , 상가동 104호 (마천동, 마천동금호어울림2차아파트)",권원희,02-400-1717,영업중,2024-08-12
11710-2017-00389,정상부동산공인중개사사무소,서울특별시 송파구 백제고분로41길 7-23 1층 (송파동),김상국,02-563-9223,영업중,2024-08-12
11710-2017-00390,곰돌이공인중개사사무소,"서울특별시 송파구 백제고분로39길 18 1층 (석촌동, 지원빌딩)",박상하,02-414-3336,영업중,2024-08-12
11710-2017-00394,송파시그니처공인중개사사무소,서울특별시 송파구 거마로 31 1층 (거여동),임상채,02-403-4000,영업중,2024-08-12
11710-2017-00403,잠실엠타워공인중개사사무소,"서울특별시 송파구 올림픽로8길 4 , 1층 (잠실동)",장석철,02-422-0300,영업중,2024-08-12
11710-2017-00406,강남공인중개사사무소,서울특별시 송파구 마천로 341 1층 (마천동),유이,등록된 사무소 전화번호 없음,영업중,2024-08-12
11710-2017-00407,삼성공인중개사사무소,서울특별시 송파구 백제고분로27길 24 1층 (삼전동),권혁용,02-412-5959,영업중,2024-08-12
11710-2017-00408,송파에이스공인중개사사무소,"서울특별시 송파구 백제고분로40길 5 , 1층 (석촌동)",정봉임,02-421-1369,영업중,2024-08-12
11710-2017-00409,성심부동산공인중개사사무소,"서울특별시 송파구 오금로44길 48 , 1층 (가락동)",김희영,02-406-0049,영업중,2024-08-12
11710-2017-00412,OK파크공인중개사사무소,"서울특별시 송파구 올림픽로37길 130 , 상가A동 106호 (신천동, 파크리오)",황경애,02-418-4100,영업중,2024-08-12
11710-2017-00414,랜드공인중개사사무소,서울특별시 송파구 송파대로 406 1층(송파동),김현수,02-425-1060,영업중,2024-08-12
11710-2017-00419,씨티극동485공인중개사사무소,"서울특별시 송파구 한가람로 478 상가동 103호(풍납동, 씨티극동아파트)",박경식,02-485-3200,영업중,2024-08-12
11710-2017-00421,문정최고공인중개사사무소,"서울특별시 송파구 법원로9길 26 C-105호 (문정동, 에이치비즈니스파크)",최정욱,02-2283-1114,영업중,2024-08-12
11710-2017-00425,우리공인중개사사무소,"서울특별시 송파구 석촌호수로 61 상가동 121호 (잠실동, 트리지움)",김외숙,02-421-5005,영업중,2024-08-12
11710-2017-00427,가주공인중개사사무소,서울특별시 송파구 오금로40길 44 1층 (가락동),김수진,02-443-4988,영업중,2024-08-12
11710-2017-00434,더플래티넘단지내성신공인중개사사무소,"서울특별시 송파구 성내천로6길 1 , 상가동 103호 (오금동, 아남아파트)",문승일,02-407-4555,영업중,2024-08-12
11710-2017-00439,청춘공인중개사사무소,"서울특별시 송파구 백제고분로50길 22 102호(방이동,주함위너스1)",이수진,02-400-2849,영업중,2024-08-12
11710-2017-00441,한보공인중개사사무소,서울특별시 송파구 오금로13길 7 3층 (방이동),허유행,02-420-7788,영업중,2024-08-12
11710-2017-00445,편한공인중개사사무소,서울특별시 송파구 거마로20길 11-1 (마천동),김영주,02-408-3004,영업중,2024-08-12
11710-2017-00446,주식회사오피스코리아부동산중개법인,"서울특별시 송파구 중대로10길 37-8 B동 101호(가락동,성현리츠빌)",문성현,02-545-0999,영업중,2024-08-12
11710-2017-00447,(주)원탑부동산중개법인,"서울특별시 송파구 법원로 128 , B108호 (문정동, 문정에스케이브이원지엘메트로시티)",김원회,02-409-5959,영업중,2024-08-12
11710-2018-00001,신아공인중개사사무소,"서울특별시 송파구 올림픽로 145 , 상가동 1A84-1호 (잠실동,리센츠)",박정애,02-415-4441,영업중,2024-08-12
11710-2018-00002,리센츠LG공인중개사사무소,"서울특별시 송파구 올림픽로 145 , 1C12호 (잠실동, 리센츠상가)",김경선,02-414-0083,영업중,2024-08-12
